FL_DATE,AIRLINE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,CRS_ARR_TIME,CANCELLED,CRS_ELAPSED_TIME,DISTANCE,ORIGIN_CITY_MAXTEMP_C,ORIGIN_CITY_MINTEMP_C,ORIGIN_CITY_AVGTEMP_C,ORIGIN_CITY_MAXWIND_KPH,ORIGIN_CITY_TOTALPRECIP_MM,ORIGIN_CITY_AVGVIS_KM,ORIGIN_CITY_AVGHUMIDITY,ORIGIN_CITY_TEXT,ORIGIN_CITY_DAILY_CHANCE_OF_RAIN,ORIGIN_CITY_DAILY_CHANCE_OF_SNOW,DEST_CITY_MAXTEMP_C,DEST_CITY_MINTEMP_C,DEST_CITY_AVGTEMP_C,DEST_CITY_MAXWIND_KPH,DEST_CITY_TOTALPRECIP_MM,DEST_CITY_AVGVIS_KM,DEST_CITY_AVGHUMIDITY,DEST_CITY_TEXT,DEST_CITY_DAILY_CHANCE_OF_RAIN,DEST_CITY_DAILY_CHANCE_OF_SNOW
2023-06-13,Republic Airline,20452,3586,EWR,"Newark, NJ",CMH,"Columbus, OH",952,1152,0.0,120.0,463.0,26.8,15.5,21.1,20.9,5.85,9.8,57,Sunny,100,0,18.1,11.7,14.7,26.3,23.75,9.0,76,Moderate or heavy rain shower,100,0
2023-08-23,Frontier Airlines Inc.,20436,1181,PHL,"Philadelphia, PA",MCO,"Orlando, FL",2017,2307,0.0,170.0,861.0,26.5,17.8,22.1,11.5,0.7,10.0,49,Patchy rain possible,100,0,33.4,25.0,28.6,17.7,1.3,9.9,68,Moderate rain at times,100,0
2023-08-28,American Airlines Inc.,19805,852,LAX,"Los Angeles, CA",PHX,"Phoenix, AZ",610,739,0.0,89.0,370.0,35.5,19.6,28.4,15.5,0.0,10.0,43,Partly cloudy,0,0,47.6,31.6,39.1,11.2,0.0,10.0,20,Sunny,0,0
2023-08-15,Southwest Airlines Co.,19393,2866,SJC,"San Jose, CA",DEN,"Denver, CO",640,1010,0.0,150.0,948.0,35.6,17.9,25.9,15.0,0.0,10.0,46,Sunny,0,0,32.8,14.0,23.1,13.3,0.0,10.0,38,Sunny,0,0
2023-08-19,SkyWest Airlines Inc.,20304,5086,DDC,"Dodge City, KS",DEN,"Denver, CO",1914,1934,0.0,80.0,292.0,40.8,24.4,31.8,32.4,0.0,10.0,32,Sunny,0,0,33.6,17.9,26.0,19.4,0.0,10.0,37,Overcast,0,0
2023-08-06,American Airlines Inc.,19805,415,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",1537,1726,0.0,109.0,449.0,30.7,20.4,25.7,14.0,0.0,10.0,55,Overcast,0,0,33.1,22.3,27.4,11.5,1.3,9.8,63,Moderate rain at times,100,0
2023-05-28,Southwest Airlines Co.,19393,137,GEG,"Spokane, WA",DEN,"Denver, CO",1355,1705,0.0,130.0,836.0,23.6,12.1,17.4,11.5,0.1,10.0,67,Cloudy,100,0,25.2,9.5,17.5,13.3,0.0,10.0,35,Partly cloudy,0,0
2023-07-31,Delta Air Lines Inc.,19790,989,ATL,"Atlanta, GA",ONT,"Ontario, CA",2124,2245,0.0,261.0,1900.0,35.3,23.4,28.8,15.0,0.0,9.9,61,Partly cloudy,0,0,34.4,22.9,28.2,16.2,0.0,10.0,45,Overcast,0,0
2023-08-04,JetBlue Airways,20409,2157,LGA,"New York, NY",DEN,"Denver, CO",655,909,1.0,254.0,1620.0,27.6,20.3,23.4,20.9,0.7,10.0,68,Patchy rain possible,100,0,31.3,15.6,23.5,11.2,0.4,10.0,40,Patchy rain possible,100,0
2023-08-21,Frontier Airlines Inc.,20436,826,TPA,"Tampa, FL",TTN,"Trenton, NJ",1605,1850,0.0,165.0,955.0,35.5,24.6,29.6,24.5,0.4,10.0,69,Patchy rain possible,100,0,32.8,21.0,26.2,13.0,0.0,10.0,67,Overcast,0,0
2023-08-13,Southwest Airlines Co.,19393,1516,LAX,"Los Angeles, CA",HOU,"Houston, TX",540,1105,0.0,205.0,1390.0,29.0,18.9,23.5,16.9,0.0,10.0,62,Cloudy,0,0,40.1,27.1,32.2,23.8,0.0,10.0,60,Partly cloudy,0,0
2023-07-07,Southwest Airlines Co.,19393,20,MCO,"Orlando, FL",HOU,"Houston, TX",850,1010,0.0,140.0,849.0,33.5,25.3,28.6,16.9,3.1,9.6,73,Moderate or heavy rain shower,100,0,32.4,24.2,29.0,17.6,0.8,10.0,60,Patchy rain possible,100,0
2023-07-14,Southwest Airlines Co.,19393,1009,SJU,"San Juan, PR",BWI,"Baltimore, MD",500,910,0.0,250.0,1565.0,34.0,25.3,28.7,27.7,0.6,10.0,75,Overcast,100,0,32.7,22.0,26.1,20.2,1.78,9.5,78,Patchy rain possible,100,0
2023-06-15,Spirit Air Lines,20416,591,LAX,"Los Angeles, CA",IAH,"Houston, TX",1909,33,0.0,204.0,1379.0,22.1,16.0,18.5,16.2,0.2,10.0,71,Overcast,100,0,39.6,26.2,31.8,20.9,0.0,9.8,62,Partly cloudy,0,0
2023-07-09,Southwest Airlines Co.,19393,1569,BWI,"Baltimore, MD",MCO,"Orlando, FL",915,1130,0.0,135.0,787.0,27.4,21.6,24.6,13.3,28.53,9.0,87,Moderate or heavy rain shower,100,0,34.6,24.5,29.4,19.1,2.7,9.8,68,Moderate or heavy rain shower,100,0
2023-06-16,SkyWest Airlines Inc.,20304,5864,SFO,"San Francisco, CA",ACV,"Arcata/Eureka, CA",1629,1752,0.0,83.0,250.0,21.5,12.9,16.4,20.9,0.0,10.0,75,Sunny,0,0,5.2,2.5,3.9,9.4,0.2,10.0,77,Patchy rain possible,100,0
2023-08-27,Southwest Airlines Co.,19393,598,CMH,"Columbus, OH",ATL,"Atlanta, GA",740,915,0.0,95.0,447.0,27.3,16.8,21.3,15.1,0.0,10.0,72,Overcast,0,0,38.5,25.2,30.5,14.8,4.7,9.9,57,Thundery outbreaks possible,100,0
2023-05-24,Delta Air Lines Inc.,19790,2120,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1815,1930,0.0,75.0,236.0,32.9,19.5,26.6,26.3,0.0,10.0,17,Overcast,0,0,21.1,14.9,17.3,16.9,0.1,10.0,61,Cloudy,100,0
2023-08-09,Republic Airline,20452,3610,ORD,"Chicago, IL",RIC,"Richmond, VA",1412,1722,0.0,130.0,642.0,28.4,19.3,23.0,16.9,0.0,9.4,76,Overcast,0,0,32.1,19.9,26.3,11.5,0.0,10.0,51,Partly cloudy,0,0
2023-07-10,Southwest Airlines Co.,19393,2896,MDW,"Chicago, IL",CMH,"Columbus, OH",735,935,0.0,60.0,283.0,28.8,17.7,23.3,16.9,0.0,10.0,63,Overcast,0,0,28.5,15.1,22.3,13.0,0.0,10.0,63,Overcast,0,0
2023-07-01,Delta Air Lines Inc.,19790,381,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",1716,2359,0.0,223.0,1587.0,45.3,25.0,36.3,19.4,0.0,10.0,10,Sunny,0,0,33.8,22.2,27.7,16.2,0.1,9.7,67,Patchy rain possible,100,0
2023-07-23,Delta Air Lines Inc.,19790,400,SFO,"San Francisco, CA",DTW,"Detroit, MI",2210,549,0.0,279.0,2079.0,21.4,13.4,16.9,19.1,0.0,10.0,74,Overcast,0,0,28.4,17.5,22.5,16.6,2.0,9.5,59,Moderate rain at times,100,0
2023-08-25,United Air Lines Inc.,19977,1976,IAH,"Houston, TX",IAD,"Washington, DC",1155,1601,0.0,186.0,1190.0,40.9,28.3,33.0,22.0,0.3,10.0,51,Patchy rain possible,100,0,36.9,20.3,26.8,13.3,42.4,9.2,76,Torrential rain shower,100,0
2023-05-23,United Air Lines Inc.,19977,2251,IAH,"Houston, TX",ORD,"Chicago, IL",1432,1710,0.0,158.0,925.0,32.2,20.9,26.2,13.3,0.0,9.9,63,Partly cloudy,0,0,22.3,14.7,18.2,13.4,0.0,10.0,55,Sunny,0,0
2023-06-05,United Air Lines Inc.,19977,1825,EWR,"Newark, NJ",TPA,"Tampa, FL",630,921,0.0,171.0,997.0,24.7,11.4,18.3,20.2,0.0,10.0,45,Partly cloudy,0,0,30.8,21.5,25.9,22.3,2.2,10.0,61,Moderate or heavy rain shower,100,0
2023-05-18,American Airlines Inc.,19805,1473,STT,"Charlotte Amalie, VI",CLT,"Charlotte, NC",1717,2121,0.0,244.0,1520.0,28.0,26.6,27.3,23.4,1.0,10.0,75,Patchy rain possible,100,0,21.9,15.2,18.3,18.7,0.4,10.0,62,Partly cloudy,100,0
2023-07-05,SkyWest Airlines Inc.,20304,3971,DTW,"Detroit, MI",IAD,"Washington, DC",1025,1159,0.0,94.0,383.0,31.3,20.5,26.2,15.8,0.0,10.0,62,Overcast,0,0,34.0,21.7,27.9,10.4,0.5,10.0,62,Patchy rain possible,100,0
2023-05-31,Delta Air Lines Inc.,19790,2653,ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC",715,841,0.0,86.0,356.0,27.2,17.2,21.5,18.0,0.1,10.0,69,Patchy rain possible,100,0,30.9,21.6,25.0,9.0,3.2,5.8,85,Patchy rain possible,100,0
2023-08-17,Republic Airline,20452,4332,EYW,"Key West, FL",DCA,"Washington, DC",1215,1505,0.0,170.0,1023.0,30.5,29.4,30.0,17.5,0.0,10.0,71,Cloudy,0,0,32.4,20.6,26.4,17.6,0.3,10.0,67,Patchy rain possible,100,0
2023-08-23,American Airlines Inc.,19805,1206,DFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX",715,833,0.0,78.0,190.0,41.0,27.9,34.6,20.0,0.0,10.0,38,Partly cloudy,0,0,39.9,25.5,32.3,20.3,0.2,10.0,53,Patchy rain possible,100,0
2023-05-25,Delta Air Lines Inc.,19790,1003,STL,"St. Louis, MO",ATL,"Atlanta, GA",805,1034,0.0,89.0,484.0,38.2,23.8,29.7,27.7,0.0,10.0,45,Cloudy,0,0,27.3,13.7,21.0,18.0,0.0,10.0,42,Partly cloudy,0,0
2023-05-27,American Airlines Inc.,19805,2834,SJC,"San Jose, CA",DFW,"Dallas/Fort Worth, TX",1421,1954,0.0,213.0,1438.0,25.6,10.5,16.7,15.7,0.0,10.0,63,Partly cloudy,0,0,29.7,19.0,23.8,15.8,0.0,10.0,57,Partly cloudy,0,0
2023-05-29,Southwest Airlines Co.,19393,1129,DCA,"Washington, DC",MCI,"Kansas City, MO",1555,1740,0.0,165.0,949.0,21.0,15.6,18.1,14.4,10.85,8.9,95,Moderate or heavy rain shower,100,0,28.2,15.3,21.8,12.2,0.2,10.0,62,Patchy rain possible,100,0
2023-05-15,American Airlines Inc.,19805,1446,PHX,"Phoenix, AZ",TUS,"Tucson, AZ",840,943,0.0,63.0,110.0,39.3,23.3,31.9,16.2,0.0,10.0,23,Sunny,0,0,35.3,18.6,26.6,26.0,0.3,10.0,34,Patchy rain possible,100,0
2023-05-13,United Air Lines Inc.,19977,2034,ORD,"Chicago, IL",IAH,"Houston, TX",1035,1329,0.0,174.0,925.0,16.0,11.5,13.7,17.3,5.15,8.6,94,Overcast,100,0,30.7,22.6,25.7,22.7,15.9,9.8,76,Moderate or heavy rain shower,100,0
2023-06-15,American Airlines Inc.,19805,1098,MCI,"Kansas City, MO",DFW,"Dallas/Fort Worth, TX",544,726,0.0,102.0,460.0,31.9,15.5,23.5,7.6,0.0,10.0,62,Sunny,0,0,35.8,23.2,28.7,21.6,1.5,9.9,72,Patchy rain possible,100,0
2023-06-09,United Air Lines Inc.,19977,1394,GSP,"Greer, SC",IAH,"Houston, TX",712,833,0.0,141.0,837.0,28.0,11.8,19.9,11.5,0.0,10.0,43,Sunny,0,0,34.5,22.2,28.7,15.1,0.0,10.0,54,Partly cloudy,0,0
2023-07-02,Southwest Airlines Co.,19393,1580,STL,"St. Louis, MO",BOS,"Boston, MA",850,1230,0.0,160.0,1047.0,35.9,24.3,28.9,21.2,0.1,10.0,73,Patchy rain possible,100,0,23.8,17.3,20.6,14.3,11.85,7.5,86,Moderate or heavy rain shower,100,0
2023-08-01,PSA Airlines Inc.,20397,5540,DCA,"Washington, DC",PWM,"Portland, ME",1005,1151,0.0,106.0,482.0,29.4,17.2,23.4,10.4,0.1,10.0,62,Cloudy,100,0,21.9,14.6,18.0,11.5,0.3,9.6,68,Overcast,100,0
2023-08-11,United Air Lines Inc.,19977,1819,EWR,"Newark, NJ",RDU,"Raleigh/Durham, NC",1459,1644,0.0,105.0,416.0,29.4,18.3,23.4,19.8,0.3,10.0,63,Patchy rain possible,100,0,24.6,20.6,22.0,6.8,39.45,7.5,98,Moderate or heavy rain shower,100,0
2023-05-18,United Air Lines Inc.,19977,2236,IAH,"Houston, TX",LAX,"Los Angeles, CA",2015,2156,0.0,221.0,1379.0,32.7,20.2,26.0,13.0,0.0,10.0,58,Sunny,0,0,25.5,14.6,19.1,15.5,0.0,10.0,61,Sunny,0,0
2023-08-10,Delta Air Lines Inc.,19790,303,SFO,"San Francisco, CA",JFK,"New York, NY",1335,2229,0.0,354.0,2586.0,19.7,13.4,16.0,20.9,0.0,9.8,87,Overcast,0,0,28.2,20.9,23.8,19.0,27.25,10.0,66,Moderate or heavy rain shower,100,0
2023-07-26,United Air Lines Inc.,19977,1156,ORF,"Norfolk, VA",EWR,"Newark, NJ",1837,2017,0.0,100.0,284.0,33.2,22.5,27.6,20.5,0.6,10.0,77,Patchy rain possible,100,0,31.5,20.2,25.7,14.8,0.0,10.0,62,Overcast,0,0
2023-05-12,Southwest Airlines Co.,19393,2976,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",1930,2130,0.0,120.0,581.0,28.2,25.6,26.7,26.3,0.3,10.0,68,Patchy rain possible,100,0,24.0,17.2,20.9,14.0,7.65,7.6,84,Moderate or heavy rain shower,100,0
2023-07-08,Delta Air Lines Inc.,19790,1559,LGA,"New York, NY",ORD,"Chicago, IL",1159,1345,0.0,166.0,733.0,30.0,21.9,25.6,14.7,4.0,9.9,76,Heavy rain at times,100,0,20.8,17.1,18.8,14.4,6.08,9.1,83,Moderate or heavy rain shower,100,0
2023-06-21,SkyWest Airlines Inc.,20304,4043,SEA,"Seattle, WA",PDX,"Portland, OR",1604,1709,0.0,65.0,129.0,21.2,7.8,14.8,14.4,0.0,8.3,67,Partly cloudy,0,0,25.3,7.2,16.0,8.4,0.0,9.0,63,Partly cloudy,0,0
2023-06-02,Southwest Airlines Co.,19393,1471,BOS,"Boston, MA",MDW,"Chicago, IL",1435,1610,0.0,155.0,861.0,27.5,15.3,21.3,16.6,5.8,9.0,71,Moderate or heavy rain shower,100,0,25.4,18.0,21.1,15.1,0.0,10.0,57,Sunny,0,0
2023-08-01,Spirit Air Lines,20416,1436,BWI,"Baltimore, MD",ATL,"Atlanta, GA",2159,2357,0.0,118.0,577.0,28.1,19.2,23.8,11.5,0.6,10.0,53,Partly cloudy,100,0,34.4,23.5,28.4,12.0,0.3,10.0,41,Patchy rain possible,100,0
2023-08-08,Endeavor Air Inc.,20363,5001,SYR,"Syracuse, NY",LGA,"New York, NY",617,724,0.0,67.0,198.0,20.6,17.5,18.8,21.6,15.35,8.3,93,Moderate or heavy rain shower,100,0,28.1,21.2,23.9,29.7,11.8,9.8,74,Patchy rain possible,100,0
2023-08-15,Delta Air Lines Inc.,19790,2002,DEN,"Denver, CO",LAX,"Los Angeles, CA",605,733,0.0,148.0,862.0,32.8,14.0,23.1,13.3,0.0,10.0,38,Sunny,0,0,32.9,19.4,25.9,18.4,0.0,10.0,54,Partly cloudy,0,0
2023-05-19,Envoy Air,20398,3474,ORD,"Chicago, IL",DSM,"Des Moines, IA",1333,1500,0.0,87.0,299.0,17.7,11.4,15.4,21.2,12.7,9.3,75,Moderate or heavy rain shower,100,0,18.0,10.8,14.7,25.2,0.1,10.0,73,Cloudy,100,0
2023-08-22,American Airlines Inc.,19805,1912,CLT,"Charlotte, NC",ORF,"Norfolk, VA",714,826,0.0,72.0,290.0,36.2,23.5,30.2,11.2,0.0,10.0,51,Partly cloudy,0,0,31.0,22.2,25.9,29.5,0.6,10.0,66,Patchy rain possible,100,0
2023-06-09,JetBlue Airways,20409,393,BOS,"Boston, MA",DEN,"Denver, CO",737,1026,0.0,289.0,1754.0,16.9,10.0,13.1,11.5,6.9,8.1,87,Moderate or heavy rain shower,100,0,25.0,10.8,17.0,20.5,4.6,9.5,61,Moderate or heavy rain shower,100,0
2023-07-18,JetBlue Airways,20409,927,EWR,"Newark, NJ",MCO,"Orlando, FL",735,1017,0.0,162.0,937.0,29.9,22.5,25.6,16.6,8.3,9.4,76,Moderate or heavy rain shower,100,0,33.1,23.7,28.0,14.8,0.7,9.5,76,Patchy rain possible,100,0
2023-08-03,PSA Airlines Inc.,20397,5039,GRR,"Grand Rapids, MI",DCA,"Washington, DC",1406,1552,0.0,106.0,524.0,31.0,17.8,24.1,20.2,2.3,9.9,66,Patchy rain possible,100,0,29.1,18.7,22.8,19.4,4.95,9.3,74,Moderate or heavy rain shower,100,0
2023-07-21,Allegiant Air,20368,1597,AZA,"Phoenix, AZ",PVU,"Provo, UT",1849,2114,0.0,85.0,477.0,47.1,30.8,39.7,21.6,0.0,10.0,21,Sunny,0,0,36.8,17.7,28.2,12.2,0.0,10.0,38,Sunny,0,0
2023-05-26,Envoy Air,20398,3475,BMI,"Bloomington/Normal, IL",DFW,"Dallas/Fort Worth, TX",1525,1743,0.0,138.0,690.0,23.7,7.6,15.6,20.9,0.0,10.0,55,Overcast,0,0,30.1,19.4,24.5,15.5,0.0,10.0,57,Sunny,0,0
2023-06-19,Frontier Airlines Inc.,20436,1571,BWI,"Baltimore, MD",ATL,"Atlanta, GA",621,819,0.0,118.0,577.0,30.6,17.6,24.2,15.8,0.0,10.0,47,Partly cloudy,0,0,24.2,19.9,22.3,17.3,41.5,9.8,85,Moderate or heavy rain shower,100,0
2023-08-08,Southwest Airlines Co.,19393,945,PHL,"Philadelphia, PA",BNA,"Nashville, TN",550,655,0.0,125.0,675.0,27.4,21.2,24.4,26.3,7.6,8.9,71,Patchy rain possible,100,0,29.6,20.4,24.8,7.2,0.0,10.0,65,Overcast,0,0
2023-08-18,Delta Air Lines Inc.,19790,2244,ATL,"Atlanta, GA",CMH,"Columbus, OH",1225,1355,0.0,90.0,447.0,32.8,21.6,27.0,15.1,0.0,10.0,45,Partly cloudy,0,0,23.7,13.4,18.7,14.8,0.0,8.6,71,Overcast,0,0
2023-08-09,Southwest Airlines Co.,19393,972,HOU,"Houston, TX",JAX,"Jacksonville, FL",1515,1825,0.0,130.0,816.0,39.3,27.4,32.4,25.6,0.0,10.0,61,Overcast,0,0,35.9,25.7,30.3,14.4,0.6,9.9,66,Patchy rain possible,100,0
2023-06-21,Delta Air Lines Inc.,19790,2929,GEG,"Spokane, WA",SLC,"Salt Lake City, UT",1911,2157,0.0,106.0,546.0,19.3,7.5,13.4,11.2,0.5,10.0,58,Patchy rain possible,100,0,22.6,11.0,16.8,18.4,0.0,10.0,51,Sunny,0,0
2023-08-06,Allegiant Air,20368,642,SNA,"Santa Ana, CA",BOI,"Boise, ID",1537,1838,0.0,121.0,688.0,32.8,18.5,25.8,16.2,0.0,10.0,50,Partly cloudy,0,0,28.7,17.0,23.0,25.1,0.1,10.0,45,Partly cloudy,100,0
2023-06-16,American Airlines Inc.,19805,2357,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",844,953,0.0,129.0,641.0,37.6,23.7,30.3,26.3,0.1,10.0,52,Sunny,100,0,15.8,9.2,12.5,16.6,46.8,8.7,85,Moderate or heavy rain shower,100,0
2023-05-23,Southwest Airlines Co.,19393,3379,LAS,"Las Vegas, NV",COS,"Colorado Springs, CO",900,1145,0.0,105.0,604.0,35.5,20.6,28.8,29.5,0.0,10.0,19,Partly cloudy,0,0,21.3,4.6,13.8,20.9,1.55,10.0,63,Patchy rain possible,100,0
2023-08-14,PSA Airlines Inc.,20397,5212,CLT,"Charlotte, NC",BTR,"Baton Rouge, LA",2235,2345,0.0,130.0,675.0,34.6,24.0,28.9,14.2,2.8,9.7,70,Moderate or heavy rain shower,100,0,40.2,26.1,32.5,16.2,0.0,9.9,66,Overcast,0,0
2023-06-19,Delta Air Lines Inc.,19790,1025,ATL,"Atlanta, GA",CLE,"Cleveland, OH",1701,1848,0.0,107.0,554.0,24.2,19.9,22.3,17.3,41.5,9.8,85,Moderate or heavy rain shower,100,0,25.7,14.4,20.0,21.6,0.0,10.0,66,Sunny,0,0
2023-06-13,American Airlines Inc.,19805,1050,ALB,"Albany, NY",CLT,"Charlotte, NC",623,830,0.0,127.0,646.0,24.2,13.8,19.2,14.3,23.4,8.5,71,Patchy rain possible,100,0,25.9,14.8,20.7,16.2,0.0,10.0,60,Partly cloudy,0,0
2023-07-16,Frontier Airlines Inc.,20436,442,DEN,"Denver, CO",FSD,"Sioux Falls, SD",1427,1703,0.0,96.0,483.0,32.0,13.7,24.2,17.6,0.0,10.0,29,Sunny,0,0,27.4,13.5,21.0,17.7,0.0,10.0,64,Partly cloudy,0,0
2023-06-16,Southwest Airlines Co.,19393,1954,SAN,"San Diego, CA",PHX,"Phoenix, AZ",1850,2010,0.0,80.0,304.0,24.4,16.7,19.5,18.4,0.0,10.0,74,Cloudy,0,0,39.8,24.1,32.1,20.7,0.0,10.0,12,Sunny,0,0
2023-06-08,Frontier Airlines Inc.,20436,4825,SJU,"San Juan, PR",ATL,"Atlanta, GA",1805,2159,0.0,234.0,1547.0,35.9,25.8,29.5,25.9,0.4,10.0,66,Patchy rain possible,100,0,30.0,18.5,23.8,21.2,0.1,10.0,48,Patchy rain possible,100,0
2023-08-30,Southwest Airlines Co.,19393,4545,RNO,"Reno, NV",LAS,"Las Vegas, NV",1100,1220,0.0,80.0,345.0,30.1,9.7,20.3,11.2,0.0,10.0,22,Sunny,0,0,42.0,26.7,34.0,30.6,0.0,10.0,17,Sunny,0,0
2023-06-20,Southwest Airlines Co.,19393,297,MDW,"Chicago, IL",LGB,"Long Beach, CA",755,1005,0.0,250.0,1741.0,23.2,16.7,19.8,18.0,0.0,10.0,70,Partly cloudy,0,0,22.2,16.1,19.2,17.6,0.0,10.0,61,Sunny,0,0
2023-06-09,Delta Air Lines Inc.,19790,1175,SLC,"Salt Lake City, UT",MIA,"Miami, FL",2359,642,0.0,283.0,2088.0,25.9,11.4,19.2,10.2,0.3,10.0,46,Patchy rain possible,100,0,31.1,26.3,28.2,21.2,8.6,9.5,67,Moderate or heavy rain shower,100,0
2023-07-20,Southwest Airlines Co.,19393,3190,BNA,"Nashville, TN",LGA,"New York, NY",1215,1530,0.0,135.0,764.0,30.6,22.4,25.8,15.8,36.8,8.7,78,Moderate or heavy rain shower,100,0,29.4,20.3,25.0,16.2,0.2,10.0,65,Patchy rain possible,100,0
2023-07-09,SkyWest Airlines Inc.,20304,4821,BFL,"Bakersfield, CA",PHX,"Phoenix, AZ",1622,1806,0.0,104.0,425.0,33.5,19.3,25.9,14.8,0.0,10.0,29,Sunny,0,0,43.7,29.9,37.4,16.2,0.0,10.0,17,Partly cloudy,0,0
2023-07-15,United Air Lines Inc.,19977,538,ORD,"Chicago, IL",RIC,"Richmond, VA",1815,2123,0.0,128.0,642.0,28.3,20.2,24.0,19.4,6.25,9.7,78,Moderate or heavy rain shower,100,0,33.8,22.4,26.9,13.3,7.2,7.8,78,Moderate or heavy rain shower,100,0
2023-08-23,American Airlines Inc.,19805,1378,BWI,"Baltimore, MD",CLT,"Charlotte, NC",2018,2149,0.0,91.0,361.0,27.0,18.0,22.8,16.2,0.0,10.0,52,Overcast,0,0,32.8,22.9,27.4,15.8,0.0,10.0,48,Overcast,0,0
2023-08-10,Delta Air Lines Inc.,19790,2109,SLC,"Salt Lake City, UT",SJC,"San Jose, CA",1724,1814,0.0,110.0,584.0,32.6,17.4,25.1,18.0,0.1,10.0,30,Overcast,100,0,27.7,14.4,20.2,17.3,0.0,10.0,68,Cloudy,0,0
2023-07-07,Southwest Airlines Co.,19393,3371,BWI,"Baltimore, MD",ROC,"Rochester, NY",1045,1155,0.0,70.0,277.0,31.4,22.0,26.3,8.3,6.8,9.8,77,Heavy rain at times,100,0,26.3,20.3,22.8,16.2,0.4,10.0,84,Patchy rain possible,100,0
2023-06-01,Envoy Air,20398,3499,ORD,"Chicago, IL",BIL,"Billings, MT",955,1154,0.0,179.0,1060.0,25.0,17.3,20.8,14.4,1.4,9.8,77,Patchy rain possible,100,0,24.0,12.8,18.5,23.0,5.7,9.6,71,Moderate or heavy rain shower,100,0
2023-08-24,PSA Airlines Inc.,20397,5389,CLT,"Charlotte, NC",ROA,"Roanoke, VA",927,1032,0.0,65.0,155.0,35.1,19.4,27.5,10.1,0.0,10.0,46,Overcast,0,0,35.4,17.4,25.3,7.2,0.0,10.0,61,Overcast,0,0
2023-05-19,JetBlue Airways,20409,416,SFO,"San Francisco, CA",JFK,"New York, NY",1243,2120,0.0,337.0,2586.0,19.3,11.5,14.8,19.1,0.0,10.0,78,Partly cloudy,0,0,20.6,11.1,15.1,24.8,0.0,10.0,57,Overcast,0,0
2023-06-21,Delta Air Lines Inc.,19790,869,SEA,"Seattle, WA",DTW,"Detroit, MI",600,1320,0.0,260.0,1927.0,21.2,7.8,14.8,14.4,0.0,8.3,67,Partly cloudy,0,0,28.0,17.4,22.6,18.4,0.1,10.0,63,Patchy rain possible,100,0
2023-08-04,Frontier Airlines Inc.,20436,604,CLT,"Charlotte, NC",PHL,"Philadelphia, PA",1331,1516,0.0,105.0,449.0,26.4,19.6,22.5,13.0,10.25,6.3,94,Heavy rain at times,100,0,26.8,20.4,23.0,18.7,0.3,9.8,71,Patchy rain possible,100,0
2023-06-14,JetBlue Airways,20409,2186,PIT,"Pittsburgh, PA",BOS,"Boston, MA",2025,2200,0.0,95.0,496.0,20.3,12.0,15.1,16.9,30.0,9.2,85,Moderate or heavy rain shower,100,0,24.4,14.6,18.2,15.1,8.35,7.3,81,Overcast,100,0
2023-06-19,United Air Lines Inc.,19977,2608,LAS,"Las Vegas, NV",IAH,"Houston, TX",600,1110,0.0,190.0,1222.0,34.4,22.5,27.9,39.0,0.0,10.0,26,Overcast,0,0,40.2,26.3,32.3,23.8,0.0,10.0,59,Partly cloudy,0,0
2023-07-13,Republic Airline,20452,5727,BOS,"Boston, MA",PHL,"Philadelphia, PA",720,904,0.0,104.0,280.0,30.9,21.3,25.6,19.4,0.0,10.0,69,Overcast,0,0,34.0,23.4,28.7,19.1,0.0,10.0,57,Overcast,0,0
2023-07-12,Southwest Airlines Co.,19393,1156,HOU,"Houston, TX",MSY,"New Orleans, LA",2210,2310,0.0,60.0,302.0,38.2,26.4,31.4,27.4,0.0,10.0,65,Overcast,0,0,32.1,26.0,28.5,14.0,9.3,9.2,80,Moderate or heavy rain shower,100,0
2023-08-10,American Airlines Inc.,19805,1632,BOS,"Boston, MA",LAX,"Los Angeles, CA",1730,2047,0.0,377.0,2611.0,29.4,17.6,22.4,22.0,11.45,9.4,72,Patchy rain possible,100,0,25.9,19.2,21.8,14.4,2.1,10.0,68,Moderate rain at times,100,0
2023-08-10,United Air Lines Inc.,19977,1382,EWR,"Newark, NJ",IAH,"Houston, TX",708,947,0.0,219.0,1400.0,27.8,20.2,23.4,18.7,22.7,10.0,67,Moderate or heavy rain shower,100,0,39.9,27.9,32.8,23.8,0.0,10.0,60,Cloudy,0,0
2023-06-29,Delta Air Lines Inc.,19790,2231,CVG,"Cincinnati, OH",FLL,"Fort Lauderdale, FL",720,950,0.0,150.0,932.0,32.8,17.5,24.6,16.0,0.3,9.8,70,Overcast,100,0,32.1,26.0,28.6,16.4,13.75,9.5,71,Moderate or heavy rain shower,100,0
